coffee name,coffee rating,roaster name,roaster country/state,roaster city,coffee origin country,coffee origin city,roast level,whole bean (agtron),after grinding (agtron),price,pricing unit (g),review date,aroma,acidity,body,flavor,aftertaste,blind ass (paragraph),species (paragraph)
Cerro Azul Geisha,95,JBC Coffee Roasters,Wisconsin,['Madison'],['Colombia'],"['Trujillo', ' Valle del Cauca']",Medium-Light,58.0,80.0,30.0,226.8,December 2021,9.0,9.0,9.0,9.0,9.0,"Delicate, nuanced, richly complex. Ginger blossom, pluot, cocoa nib, marjoram, amber in aroma and cup. Sweet-toned structure with balanced acidity; very full, syrupy mouthfeel. Integrated, harmonious, flavor-saturated finish.","Produced by the Herrera brothers of Granja La Esperanza at Cerro Azul Farm, entirely of the celebrated Gesha (also spelled Geisha) variety of Arabica and processed by the washed method. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information."
Panama Mama Cata Geisha Champagne Natural,95,Paradise Roasters,Minnesota,['Minneapolis'],['Panama'],['Boquete growing region'],Light,64.0,88.0,50.0,113.4,December 2021,9.0,9.0,9.0,9.0,9.0,"Lively, balanced, elegantly sweet-tart. Lime blossom, lychee, blood orange, cocoa nib, honey in aroma and cup. Gently bright structure with vibrant acidity; silky-smooth mouthfeel. Resonant, long, rich-toned finish.","Produced by Jose David Garrido of Mama Cata Estate, entirely of the Geisha variety of Arabica, and processed by a proprietary method, called “champagne natural,” in which a wine yeast strain is added to the fermentation process. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information."
Ethiopia Yirgacheffe Worka Sakaro,95,Paradise Roasters,Minnesota,['Minneapolis'],['southern Ethiopia'],"['Gedeb District', ' Gedeo Zone']",Medium-Light,57.0,79.0,25.0,340.19,December 2021,9.0,9.0,9.0,9.0,9.0,"Bright, juicy, citrusy. Star Jasmine, tangerine zest, cocoa nib, almond, hint of spearmint in aroma and cup. Sweet-tart structure with nimble acidity; very smooth, satiny mouthfeel. Floral-toned finish supported by notes of tangerine zest and almond.","Southern Ethiopia coffees like this one are largely produced from traditional Ethiopian landrace varieties of Arabica long grown in the region. Processed by the washed method. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information."
El Socorro Maracaturra,95,Bird Rock Coffee Roasters,California,['San Diego'],['Guatemala'],['Palencia'],Medium-Light,60.0,74.0,26.0,340.19,December 2021,9.0,9.0,9.0,9.0,9.0,"Deep-toned, complex. Bing cherry, cocoa nib, butterscotch, rhododendron, cedar in aroma and cup. Sweet-tart structure with juicy, bright acidity; very smooth, syrupy mouthfeel. Resonant, nuanced, long finish.","Produced by Juan Diego of Finca El Socorro entirely of the big-beaned Maracaturra variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title by Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information."
Guatemala Acatenango Gesha,94,Jaunt Coffee Roasters,California,['San Diego'],['Guatemala'],['Acatenango'],Light,62.0,80.0,24.0,226.8,December 2021,9.0,9.0,9.0,9.0,8.0,"Floral-toned, delicately complex. Lilac, amber, apricot, caramel, a hint of thyme in aroma and cup. Sweetly tart structure with bright acidity; silky, viscous mouthfeel. The finish consolidates to notes of amber and caramel, supported by sweet thyme.",Produced entirely of the celebrated Geisha (also spelled “Gesha”) variety of Arabica and processed by the washed method. Jaunt Coffee Roasters is a San Diego-based roaster and café with an extensive coffee and food menu. Visit www.jauntcoffee.com for more information.
Kenya Kirinyaga,94,Evie’s Cafe,Taiwan,['Chia-Yi'],['Kenya'],[],Medium-Light,60.0,80.0,26.4,453.59,December 2021,9.0,9.0,9.0,9.0,8.0,"Sweetly savory, rich and deep. Dark chocolate, violet, black cherry, molasses, cedar in aroma and cup. Crisply sweet with juicy acidity; very syrupy mouthfeel. Black cherry and violet, with undertones of cedar, resonate in the finish.","Despite grower discontent, unclear government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees.  Evie’s Café, based in Chia-Yi Taiwan, specializes in fine roasted coffees as well as pour-overs and cold brews. Visit https://m.facebook.com/eviescafe88/ for more information."
Hacienda La Esmeralda Montañas 71AS,96,Difference Coffee,England,['London'],['western Panama'],['Boquete growing region'],Medium-Light,59.0,77.0,167.0,150,December 2021,9.0,9.0,9.0,10.0,9.0,"Complex, uniquely composed, tropical. Ginger blossom, cocoa nib, lychee, sandalwood, wild honey in aroma and cup. Sweetly tart structure with bright, juicy acidity; syrupy-smooth mouthfeel. The finish carries through on the promise of the cup, with rich fruit notes in the short and deep florals in the long.","Geisha (also Gesha) continues to be one of the world’s most celebrated and sought-after coffee varieties, and Hacienda La Esmeralda Geishas like this one remain among the most authentic. This version is from the same lot that took eighth place in the 2021 Best of Panama Washed Geisha competition. It was processed by the wet method with the ferment conducted under anaerobic (reduced oxygen) conditions with a special yeast innoculation. Difference Coffee aims to present only the finest of the world’s coffees as determined by green coffee competitions and other measures of distinction. For more information visit www.differencecoffee.com."
Kenya Nyeri Gatomboya,94,States Coffee,California,['Martinez'],['south-central Kenya'],['Nyeri growing region'],Medium-Light,57.0,77.0,12.0,226.8,December 2021,9.0,9.0,9.0,9.0,8.0,"Richly sweet, deeply savory. Wisteria, red currant, lime zest, tamarind, sandalwood in aroma and cup. Balanced structure with lively acidity; plush, syrupy-smooth mouthfeel. The bright finish leads with wisteria and red currant in the short; lime grapefruit zest and sandalwood carry the long.","Despite challenges ranging from unclear government coffee policy and urban encroachment on prime coffee lands to chronically unstable weather, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world’s most elegant and distinctive coffees. Available at any States Coffee café location in the San Francisco East Bay area. States Coffee, established in 2015, is a small-batch roastery and bakery that offers coffee, bread and baked goods. For more information on locations and hours visit www.statescoffee.com."
Ethiopia Bench Maji Natural Gesha,94,VERYTIME,Taiwan,['Taoyuan'],['Southern Ethiopia'],['Bench-Maji Zone'],Light,62.0,80.0,18.15,226.8,December 2021,9.0,9.0,9.0,9.0,8.0,"Rich, intensely sweet, floral-toned. Lilac, tangerine, cocoa nib, apricot, myrrh in aroma and cup. Lively, sweet-tart structure with bright acidity; plush, syrupy-smooth mouthfeel. The resonant finish centers around juicy citrus and lilac tones, grounded by cocoa nib.","Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by Adam and Rachel Overton. Although the Gesha variety originated in Ethiopia, it was “discovered” by the coffee world in 2004 growing in Boquete, Panama, and Panama continues to dominate the expanding world of Gesha. This particular version, however, is the outcome of efforts to commercialize Gesha in the region from which it originally came.  Processed by the natural method (dried in the whole fruit). VERYTIME is a specialty nano-roaster based in Taoyuan, Taiwan. Visit www.verytime.com.tw/ for more information.  "
Panama Hacienda La Esmeralda Gesha,94,modcup coffee,New Jersey,['Jersey City'],['western Panama'],['Boquete growing region'],Light,64.0,84.0,50.0,170.1,December 2021,9.0,9.0,9.0,9.0,8.0,"High-toned, balanced, richly sweet-tart. Dried apricot, star jasmine, cocoa nib, caramel, star anise in aroma and cup. Sweetly tart structure with juicy, engaging acidity; very syrupy mouthfeel. The cocoa-toned finish is supported by notes of star jasmine and apricot.","Coffee from trees of the botanical variety Geisha (also Gesha) grown on Price Peterson’s Hacienda La Esmeralda in Panama first introduced this extraordinary variety of Arabica to the world. This is a wet-processed or “washed” version, meaning the fruit skin and pulp were removed from the beans immediately after harvesting but before drying. Founded in 2013, modcup coffee focuses on fresh roasting and distinctive natural-processed coffees. Visit modcup.com for more information."
Natural Ka’u Maragogipe,94,Big Island Coffee Roasters,Hawai’i,['Mountain View'],['Hawaii'],['Ka’u growing region'],Medium-Light,62.0,78.0,19.0,113.4,December 2021,9.0,8.0,9.0,9.0,9.0,"Richly sweet-savory. Caramel, guava, rose hips, hop flowers, pink peppercorn in aroma and cup. Balanced, bittersweet structure with sweetly brisk acidity; plush, syrupy mouthfeel. Spice-toned finish consolidates to notes of pink peppercorn and caramel.","Produced in Ka’u from trees of the big-beaned Maragogipe (also spelled Maragogype), Pacamara and Maracaturra varieties of Arabica and processed by the natural method (dried in the whole fruit). Big Island Coffee is an award-winning coffee roaster operated with hands-on passion by Kelleigh Stewart and Brandon von Damitz. Visit www.bigislandcoffeeroasters.com for more information."
Costa Rica Volcan Azul San Isidro Red Honey,95,PT’s Coffee Roasting Co.,Kansas,['Topeka'],['Costa Rica'],"['Poás Volcano region', ' Alajuela Province']",Medium-Light,58.0,76.0,22.0,340.19,December 2021,9.0,9.0,9.0,9.0,9.0,"Brightly sweet-tart; juicy and complex. Goji berry, dark chocolate, nutmeg, dark caramel, gardenia in aroma and cup. Sweetly tart structure with winy acidity; very full, creamy mouthfeel. Long, lingering fruit-forward finish with deep chocolate undertones.","Produced By Alejo Khale Castroat of Volcan Azul entirely from trees of the San Isidro (Sarchimor) variety of Arabica, and processed by the red honey method, in which the skins are removed from the fruit but the fruit flesh is allowed to dry on the beans. Roasted at PT’s Coffee, where the motto is “without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-JAVA for more information."
Ethiopia Demeka Becha,96,Red Rooster Coffee Roaster,Virginia,['Floyd'],['Ethiopia'],"['Bona Zuria', ' Sidama Region']",Medium-Light,60.0,78.0,21.99,340.19,December 2021,9.0,9.0,9.0,10.0,9.0,"Richly sweet, delicately tart, very complex. Bergamot, star jasmine, pluot, cocoa nib, marjoram in aroma and cup. Brightly sweet structure with juicy acidity; crisp, syrupy mouthfeel. Resonant, long, lingering finish.","Produced by smallholding farmers around the Demeka Becha washing station from trees of heirloom varieties of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious, high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information."
Sweet Holiday Blend,94,Red Rooster Coffee Roaster,Virginia,['Floyd'],"['Colombia', 'Guatemala', 'Costa Rica', 'Ethiopia']",[],Medium-Light,58.0,76.0,20.99,340.19,December 2021,9.0,9.0,9.0,9.0,8.0,"Deeply sweet, richly fruit-forward. Dark chocolate, tangerine zest, candied hazelnut, fresh-cut fir, cinnamon in aroma and cup. Crisply sweet structure with winy acidity; plush, satiny-smooth mouthfeel. Finish consolidates around notes of dark chocolate and tangerine zest.","A blend of washed and natural-processed coffees from Colombia, Guatemala, Costa Rica and Ethiopia. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious, high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information."
Ethiopia Washed Sidama Bensa Bombe,94,Kakalove Cafe,Taiwan,['Chiya-Yi'],['Ethiopia'],['Sidama Region'],Light,60.0,82.0,12.38,226.8,December 2021,9.0,9.0,9.0,9.0,8.0,"Delicately sweet-tart, rich-toned. Dried apricot, dark chocolate, cashew butter, plumeria, pink grapefruit zest in aroma and cup. Sweet structure with tart, juicy acidity; full, syrupy-smooth mouthfeel. The chocolaty finish centers around notes of plumeria and pink grapefruit zest.",Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopia landrace varieties of Arabica long grown in the region. Processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Kakalove Cafe is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.
Panama Abu Geisha Lot 6,95,Willoughby's Coffee & Tea,Branford Connecticut,['Branford'],['Panama'],"['Cañas Verdes', ' Boquete growing region']",Medium-Light,58.0,80.0,75.0,340.19,December 2021,9.0,9.0,9.0,9.0,9.0,"Deeply aromatic, complex. Dried mulberry, dark chocolate, almond butter, lilac, pink grapefruit zest in aroma and cup. Sweet-tart structure with bright, lively acidity; satiny-smooth mouthfeel. Chocolaty and floral-toned finish with undertones of almond and pink grapefruit zest.","Produced by Josel Luttrell of Abu Coffee Plantations entirely of the Geisha variety of Arabica, and processed by the natural method (dried in the whole fruit). Willoughby’s Coffee & Tea is a pioneer specialty coffee roaster established in the early 1980s that has gracefully and successfully moved with the times and now offers a menu of extremely refined small-lot, single-origin coffees. Visit www.willoughbyscoffee.com or call 800-388-8400 for more information."
